A,B,C,D,E,F,G
商品编号,商品名称,二级分类,三级分类,首次入库时间,销量7天band,点击7天band
12051031,宋代僧人诗话研究——诗学、禅学、党争交织的文学案例,文学,文学评论与研究,2017/3/16,F,E
12053106,刑事政策视野下的刑法教义学 探索中国刑法教义学与刑事政策的贯通构想,法律,刑法,2016/10/22,E,E
12061395,顾随讲坛实录（套装共3册）,文学,作品集,2017/4/18,E,D
12063348,婚姻家事法律师实务,大中专教材教辅,大学教材,2016/11/18,E,D
12064677,财产保险(第2版),大中专教材教辅,大学教材,2017/4/14,E,E
12067448,中国古典诗歌吟味,文学,诗歌词曲,2016/11/17,E,E
12090043,鲁迅与当代中国,文学,文学评论与研究,2017/6/11,E,D
12093172,法语教程(附听力文本及练习答案)(2),外语学习,法语,2016/12/25,F,E
12098584,黑客攻防从入门到精通（手机安全篇·全新升级版）,计算机与互联网,计算机安全,2016/12/31,E,D
12110185,砂型铸造设备及自动化,大中专教材教辅,大学教材,2017/6/27,F,E
12115482,担保法,大中专教材教辅,大学教材,2017/1/21,E,E
12124335,交互界面设计,大中专教材教辅,大学教材,2017/7/15,F,F
12131660,幻想工程师创意术：迪士尼这样做创意,管理,管理学,2017/2/26,F,E
12135531,学前教育概论,大中专教材教辅,大学教材,2017/7/27,F,E
12155525,速修汉语大成,外语学习,对外汉语,2017/8/13,E,E
12165765,恰如灯下故人：谛听中国瓷器妙音,历史,文物考古,2017/8/24,E,E
12175935,韩中 中韩口译教程(附配套练习册),大中专教材教辅,大学教材,2017/9/10,F,E
12177737,博物文库 博物画临摹与创作（套装共7册）,科普读物,科普图鉴,2017/9/30,F,E
12177982,电子技术综合应用,大中专教材教辅,大学教材,2017/4/26,F,F
12180763,中国社会保障改革与发展报告2014,社会科学,社会保障,2017/9/10,E,E
12193279,微积分 I（双语版）,大中专教材教辅,大学教材,2017/9/27,E,E
12209048,敢冲，才不枉青春,励志与成功,成功学,2017/6/11,E,E
12229582,电影理论解读,艺术,影视,2017/8/9,E,D
12233432,寻路阿富汗 在历史与现实之间,社会科学,社会生活与社会问题,2017/8/27,D,D
12240087,钦定大清现行刑律（点校本）,法律,法律史,2017/11/21,F,E
12240125,财会案例评论（第3卷第1期）,经济,会计、审计,2017/11/23,E,E
12251383,大国宪制 历史中国的制度构成,法律,法律史,2017/12/15,B,B
12258295,象生：中国古代艺术田野研究志,艺术,艺术史,2017/12/20,F,E
12269051,互联网金融实践的法律分析,法律,网络法律法规,2018/1/3,E,E
12273060,消费心理学（第2版）,大中专教材教辅,大学教材,2017/11/24,E,E
12281654,日本国际政治学（第一卷—第四卷）,政治/军事,各国政治,2017/12/8,E,E
12281668,幼儿园英语主题活动设计,大中专教材教辅,大学教材,2017/12/8,F,F
12285060,发展经济学案例集（第二版）,大中专教材教辅,大学教材,2017/12/21,E,F
12287514,美学(第二卷),哲学/宗教,美学,2017/12/22,E,D
12293801,产品设计图学,艺术,设计,2018/2/9,F,F
12309131,财务管理理论与实务（第3版）,大中专教材教辅,大学教材,2018/3/11,F,E
12321326,安装工程计量与计价,大中专教材教辅,大学教材,2018/3/18,F,E
10076085,最新精选日汉辞典,外语学习,词典与工具书,2010/10/30,F,E
10076095,天元研究生数学丛书：高等概率论,大中专教材教辅,研究生教材,2010/10/24,E,E
10076116,叙述学与小说文体学研究（第3版）,文学,文学评论与研究,- ,F,E
10076143,全国高等教育自学考试指定教材法律专业：金融法（法律专业）（2008年版）（附自考大纲）,考试,成人高考/自考,- ,F,F
10076297,教育部人才培养模式改革和开放教育试点教材：现代汉语专题教程,大中专教材教辅,大学教材,2011/6/24,E,E
10076391,黎曼几何引论（下）,大中专教材教辅,大学教材,2010/10/29,E,E
10076555,2010年会计专业技术资格考试应试指导及全真模拟测试：中级经济法（附光盘+赠品）,经济,职业资格考试,- ,F,E
10076583,山水中国：河南卷,旅游/地图,国内游,2010/10/29,F,F
10076685,笑话幽默与逻辑（第5版）,哲学/宗教,逻辑学,2011/6/26,F,F
10076830,西方美学与艺术,哲学/宗教,美学,- ,F,E
10076876,全国中学生物理竞赛实验指导书,中小学教辅,奥数/竞赛,2010/10/31,D,D
10077156,法国文学史教程/普通高等教育“十一五”国家级规划教材,大中专教材教辅,大学教材,2010/10/29,F,F
10077240,中国现代文学三十年学习指导,大中专教材教辅,大学教材,2010/10/31,F,E
10077289,随机过程/北京大学数学教学系列丛书,大中专教材教辅,大学教材,2010/10/31,F,E
10077334,对外汉语教学精品课程书系：汉语阅读教学理论与方法（附DVD光盘1张）,社会科学,语言文字,2010/10/24,E,E
10077415,新编公开行政与公共管理学系列教材：政府公共关系,大中专教材教辅,大学教材,2010/10/24,F,E
10078223,注册会计师全国统一考试辅导用书·轻松过关2·2010年注册会计师考试经典题解及练习题库（税法）,考试,会计类考试,- ,F,F
10078240,我的中文小故事29：小甜甜（注音版）（附CD-ROM光盘1张）,童书,学前教育,2010/10/31,F,F
10078242,我的中文小故事26：环保购物袋（注音版）（附CD-ROM光盘1张）,童书,学前教育,2010/10/31,F,F
10116115,21世纪全国应用型本科财经管理系列实用规划教材：税法与税务会计实用教程,大中专教材教辅,大学教材,- ,F,F
10152293,标准语音训练丛书：汉语发音与纠音,社会科学,语言文字,- ,F,F
10152335,外语实用口语三百句系列：韩国语三百句,外语学习,韩语,2010/10/31,F,F
10152398,北京大学图书馆藏古籍善本书目,社会科学,新闻出版/档案管理,2010/10/30,E,E
10152400,应用随机过程,科学与自然,数学,- ,F,E
10152446,当代西方财政学（第2版）/北京高等教育精品教材·21世纪经济与管理规划教材·经济学系列,大中专教材教辅,大学教材,2010/10/31,F,F
10152514,西方文化史（第2版）,大中专教材教辅,大学教材,2010/10/31,E,E
10152535,货币银行和金融市场经济学（第6版）（英文原版）,大中专教材教辅,大学教材,- ,F,F
10152624,发展经济学（第2版）/北京大学经济学教材系列,大中专教材教辅,大学教材,2010/10/31,F,F
10152723,北大版新一代对外汉语教材·口语教程系列：中级汉语口语1（第2版）（含1张光盘）,大中专教材教辅,大学教材,2010/10/31,F,E
10152739,国际经济学中的博弈论,经济,世界经济,2010/10/31,E,F
10152790,如何进行人本管理,管理,人力资源管理,- ,F,F
10152967,行政法的人文精神,法律,行政法,2010/10/31,E,F
10153000,哲学与侵权行为法,法律,民法,2010/10/29,E,E
10153005,国家地理阅读与写作训练 生命周期（中文版）,中小学教辅,中小学课外读物,2010/10/31,F,F
10153057,大学汉英双语教材系列：国际法教程,大中专教材教辅,大学教材,2010/12/6,F,F
10153212,桂壮红皮书系列·2009年全国及各省市高考试题全析卷：语文,中小学教辅,高考,- ,F,F
10153242,环境正义·丧钟为谁而鸣：美国联邦法院环境诉讼经典判例选,法律,司法案例与司法解释,2010/10/31,F,E
10153303,民商法系列·21世纪法学系列教材：民法总论,大中专教材教辅,大学教材,- ,F,F
10153321,普通高等教育十五国家级规划教材：新编日本近代史,大中专教材教辅,大学教材,2010/10/31,F,E
10153384,中小学教师教育技术水平考试备考指南：综合分册3（教学人员·初级）,考试,教师类考试,2010/10/31,F,F
10153632,会计学精选教材·英文影印版·管理会计：概念与应用（第10版）,大中专教材教辅,大学教材,2010/10/24,F,F
10153722,透视美国教育：20位旅美留美博士的体验与思考,社会科学,教育,- ,F,F
10153809,多媒体技术应用案例教程/21世纪全国应用型本科计算机案例型规划教材,大中专教材教辅,大学教材,2010/10/31,F,F
10153978,如果没有你,外语学习,对外汉语,2010/10/31,F,F
10154038,SQL Server数据库管理与开发教程与实训（第2版）,大中专教材教辅,高职高专教材,2010/10/29,F,F
10154113,中国元素与广告创意,艺术,设计,2010/10/24,F,E
10154144,隐形的翅膀：讲述北大附小的故事,社会科学,教育,2010/10/30,F,F
10154189,WTO争端解决中的法律解释：司法克制主义 vs.司法能动主义,法律,国际法,2010/10/30,E,E
10268863,中国历史（下）（含课本、练习册和CD-ROM光盘1张）（繁体版）,大中专教材教辅,大学教材,2010/11/17,F,F
10268878,晓康歌谣学汉语（第2集）（中英双语视听版）（附MP3光盘2张）,大中专教材教辅,大学教材,2010/11/17,F,F
10268940,新汉语水平考试HSK全真模拟题集（2级）,考试,汉语/小语种考试,2010/12/27,F,F
10269025,中国哲学简史,哲学/宗教,哲学理论与流派,2010/11/18,F,E
10269130,我的中文小故事25：国宝熊猫（注音版）（附CD-ROM光盘1张）,童书,幼儿启蒙,2010/11/17,F,F
10269137,中国古代文学（上下册）,大中专教材教辅,大学教材,2010/11/17,E,E
10269148,高等院校经济学管理学系列教材：概率论与数理统计（习题精选）,大中专教材教辅,大学教材,2010/12/4,F,E
10269203,中国古文献概论,大中专教材教辅,大学教材,2010/11/21,F,F
10269390,计算机网络技术基础与应用/21世纪全国应用型本科计算机案例型规划教材,大中专教材教辅,大学教材,2010/11/22,F,F
10269409,城市社区建设与管理,大中专教材教辅,大学教材,2010/11/18,F,E
10269452,广告策划,大中专教材教辅,高职高专教材,2010/11/18,F,E
10269517,高职高专财经类能力本位型规划教材：管理学原理与应用,大中专教材教辅,高职高专教材,2010/12/4,F,F
10269559,全国高职高专公共英语教材：新世纪交际英语教程2（教师用书）（修订版）,大中专教材教辅,高职高专教材,2010/12/27,F,F
10271916,北大版HSK应试辅导丛书：HSK成长训练（辅导用书）（初、中等）（飞跃篇）,考试,汉语/小语种考试,2010/11/6,F,F
10272050,东海西海之间：晚清使西日记中的文化观察、认证与选择,文化,文化研究,2010/11/2,F,F
10272052,普通高等教育“十一五”国家级规划教材：口译进阶教程·通用交传（附MP3光盘1张）,大中专教材教辅,大学教材,2010/11/2,F,F
10272086,列王纪研究,文学,文学评论与研究,2010/11/6,F,E
10272128,电路与模拟电子技术/21世纪全国本科院校电气信息类创新型应用人才培养规划教材,大中专教材教辅,大学教材,2010/11/7,F,F
10272132,网页设计与制作案例教程/21世纪全国高职高专计算机案例型规划教材,大中专教材教辅,高职高专教材,2010/11/6,F,F
10272181,市场营销学/21世纪全国高职高专市场营销类规划教材,大中专教材教辅,高职高专教材,2010/11/7,F,F
10272242,中国监狱人民警察权利研究,法律,行政法,2010/11/2,F,F
10272248,中德私法研究（2009年总第5卷）,法律,理论法学,2010/11/2,F,E
10272422,无讼的世界：和解理性与新熟人社会,法律,民法,2010/11/7,E,E
10337895,一张旧画儿,外语学习,对外汉语,2010/11/11,F,E
10362349,北京考典·北京迦思佑中学英文词汇记忆系列丛书：词解中考英语满分阅读真题篇,中小学教辅,中考,2010/12/2,F,E
10368744,工商管理培训系列教程：企业战略管理（第3版）,管理,战略管理,2010/12/6,F,F
10370069,建筑材料检测实验指导,大中专教材教辅,中职中专教材,2010/12/9,F,F
10377470,不确定性,科学与自然,数学,2011/1/9,E,E
10377535,新人读本：春天卷（第2版）（小学高年级）,中小学教辅,中小学课外读物,2010/12/29,F,F
10379298,道术与天下,文化,文化史,2011/1/20,F,E
10382519,公共关系理论与实务,大中专教材教辅,大学教材,2011/1/15,F,F
10392340,Authorware课件制作实用教程,大中专教材教辅,大学教材,2011/1/30,F,F
10392347,一代哲人冯友兰,传记,哲学家,2011/1/30,F,F
10392362,轻松学德语（上）（第8版）（双语版）,外语学习,德语,2011/1/30,F,F
10395273,After Effects CS4 影视后期合成案例教程,大中专教材教辅,高职高专教材,2011/2/17,F,F
10404158,电子EDA技术（Multisim）,大中专教材教辅,高职高专教材,2011/2/17,F,F
10404687,北京高等教育精品教材：生物化学实验原理和方法（第2版）,大中专教材教辅,大学教材,2011/2/18,F,E
10405776,植物学通信,科学与自然,生物科学,2011/2/21,F,E
10409655,超前引领：对中国区域经济发展的实践与思考,经济,中国经济,2011/2/23,F,F
10431213,剑桥美国小说新论5：《我的安冬尼亚》新论（英文影印版）,文学,文学理论,2011/3/28,F,F
10435404,曹文轩美文朗读丛书—大麦地（附光盘1张）,童书,儿童文学,2011/3/26,F,F
10435561,新闻传播理论概要/21世纪全国高职高专新闻传播类规划教材,大中专教材教辅,高职高专教材,2011/3/27,F,F
10436883,国际商事合同研究,法律,经济法,2011/3/28,F,F
10436884,高等学校法学系列教材：合同法教程,大中专教材教辅,大学教材,2011/3/27,F,F
10440170,健康，从心开始：解密健康心理学,健身与保健,心理健康,2011/3/27,F,F
10445388,旅游经济学/21世纪全国高等院校旅游管理系列实用规划教材,大中专教材教辅,大学教材,2012/2/9,F,F
10448421,新诗评论（2008年）（第2辑）（总第8辑）,文学,文学理论,2011/3/28,F,F
10448911,计算机网络技术案例教程/21世纪全国高职高专计算机案例型规划教材,大中专教材教辅,高职高专教材,2011/3/27,F,F
10448928,编年史：中欧跨文化对话（1988-2003）（建设一个多样而协力的世界）,文化,文化研究,2011/3/27,F,F
